cache_file,session_id,turn_number,gemini_pseudo_rank,gemini_track_name,gemini_artist_name,gemini_album_name,gemini_tag_list,gemini_release_date,catalog_similarity_rank,cosine_similarity,catalog_track_id,catalog_track_name,catalog_artist_name,catalog_album_name,catalog_tag_list,catalog_release_date
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,3,The Stable Song,Gregory Alan Isakov,"That Sea, the Gambler","folk, Americana, soulful, acoustic, reflective, serene, singer-songwriter",2007-07-17,6,0.9531944990158081,db4bed1e-d5c2-48d0-888b-7cc6e5c07274,Savage Saint,Emma Ruth Rundle,Some Heavy Ocean,"american, folk, Alternative, Singer/Songwriter, Rock",2014-05-19
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,3,The Stable Song,Gregory Alan Isakov,"That Sea, the Gambler","folk, Americana, soulful, acoustic, reflective, serene, singer-songwriter",2007-07-17,7,0.9527034759521484,369377b6-1852-4e2d-9a0a-85f206ef8050,Seagull,Saturday Sun,Seagull,"folk, Alternative, indie, Singer/Songwriter, Rock, acoustic, listened and said no thanks, so beautiful it will break your heart",2012-04-02
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,3,The Stable Song,Gregory Alan Isakov,"That Sea, the Gambler","folk, Americana, soulful, acoustic, reflective, serene, singer-songwriter",2007-07-17,8,0.9523796439170837,c7be94c8-5a9a-41f8-886f-6ae37f322693,Return To Darden Road,Beta Radio,Seven Sisters,"indie folk, folk, alternative country, Singer/Songwriter, folkalicious, Rock",2010-01-01
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,3,The Stable Song,Gregory Alan Isakov,"That Sea, the Gambler","folk, Americana, soulful, acoustic, reflective, serene, singer-songwriter",2007-07-17,9,0.9522415995597839,b28edefa-3382-4dca-b940-0078cc59b606,Sleeping on the Blacktop,Colter Wall,Imaginary Appalachia,"folk, Folk, Country, played, Singer/Songwriter",2015-06-02
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,3,The Stable Song,Gregory Alan Isakov,"That Sea, the Gambler","folk, Americana, soulful, acoustic, reflective, serene, singer-songwriter",2007-07-17,10,0.9522210359573364,36b1ca8c-22f3-4559-b2bd-690fed8be469,The Wolves and the Ravens,Rogue Valley,False Floors,"soundtrack, mellow, indie, Vocal, Singer/Songwriter, Pop",2011-04-04
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,1,0.9604216814041138,9cc6f7ad-bc7b-4c86-9f23-6aafcc44a2f4,Coastline,Hollow Coves,"Coastline, Wanderlust","folk, Alternative, indie, Pop, Rock, acoustic",2017-02-03
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,2,0.9598382115364075,2682cace-403d-4437-8343-3075c08637d0,Try,Dear and the Headlights,Drunk Like Bible Times,"lilting, Alternative, melancholy, Indie Rock, acoustic",2008-09-30
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,3,0.9594790935516357,3d496706-1e2e-49da-bed6-e400c943a035,Ghosts,Gabrielle Aplin,Acoustic,"folk, Singer/Songwriter, love at first listen",2010-09-13
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,4,0.9587297439575195,0720c5d8-e539-4156-906d-9a296523be99,Firelight,Young the Giant,Mind Over Matter,"late night, dreamy, ethereal, Alternative, acoustic",2014-01-17
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,5,0.9579819440841675,91b5cdb1-b28f-47d3-80b4-b68524be9e1b,Humans,The Scene Aesthetic,A Type & a Shadow,"indie folk, love, Singer/Songwriter, Pop, acoustic",2009-07-14
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,6,0.9579487442970276,072b5d40-99c6-4155-9bf7-6dbcaeba84b3,Pirates,Jenny Owen Youngs,An Unwavering Band of Light,"folk, indie pop, female vocalists, indie, Singer/Songwriter",2012-02-07
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,7,0.9557543992996216,62c155c5-5f72-411e-822f-0c20f4d2c97a,From the Mouth of an Injured Head,Radical Face,The Family Tree: The Branches,"folk, Alternative Rock, indie pop",2013-10-22
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,8,0.955716609954834,fad9ffa0-0b32-43b2-901e-16e0b7a976d3,Mange,Deer Tick,The Black Dirt Sessions,"inbox, mellow, indie rock, alternative folk, Alternative",2010-06-09
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,9,0.9557135701179504,305df087-3a8f-40d7-a0f0-0dfe934d6f6b,I Know,Blind Pilot,We Are the Tide,"folk, 2nd floor north, folk rock, indie, Pop, acoustic",2011-09-13
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,4,Bloom,The Paper Kites,Woodland,"indie folk, acoustic, gentle, hopeful, mellow, introspective",2011-08-01,10,0.9557104706764221,416ebe34-1229-42d4-b97b-4249cde640a8,Hwy 18,Mark Diamond,"Hwy 18, War (The Lost Recordings)","pop, folk, singer-songwriter, Alternative, indie, alternative",2016-11-11
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,1,0.9502675533294678,91b5cdb1-b28f-47d3-80b4-b68524be9e1b,Humans,The Scene Aesthetic,A Type & a Shadow,"indie folk, love, Singer/Songwriter, Pop, acoustic",2009-07-14
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,2,0.9491732716560364,b4e4d1cd-ab7a-4754-a75c-fd76be7b0a6b,Leaving the Table,Leonard Cohen,You Want It Darker,"fm4, singer-songwriter, folk rock, passing, Rock",2016-10-21
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,3,0.947379469871521,3d496706-1e2e-49da-bed6-e400c943a035,Ghosts,Gabrielle Aplin,Acoustic,"folk, Singer/Songwriter, love at first listen",2010-09-13
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,4,0.9470412731170654,7e0aeab9-6343-4158-bdf0-7438b2edd8a0,In The Lost And Found (Honky Bach)/The Roost,Elliott Smith,Figure 8,"Alternative, Pop, Jazz, singer-songwriter",2000-04-18
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,5,0.9465493559837341,12079a89-1244-49a1-960d-976ca32d9d34,Fortune - Acoustic,William Fitzsimmons,"Lions, Acoustic Sessions","folk, Singer/Songwriter, acoustic, like it",2014-08-05
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,6,0.945830225944519,072b5d40-99c6-4155-9bf7-6dbcaeba84b3,Pirates,Jenny Owen Youngs,An Unwavering Band of Light,"folk, indie pop, female vocalists, indie, Singer/Songwriter",2012-02-07
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,7,0.9452686309814453,51cc96de-5b7f-4059-b780-180dc92aa29f,Between Us,Peter Bradley Adams,Between Us,"indie folk, Alternative Rock, folk, americana, something borrowed, singer-songwriter, indie, Singer/Songwriter, acoustic",2011-06-14
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,8,0.9448397755622864,ebfc40ef-9410-473c-92d8-1affd4d5f1dc,Steer Your Way,Leonard Cohen,You Want It Darker,"fip, Rock, singer-songwriter, folk rock",2016-10-21
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,9,0.9446784257888794,014f534a-f8c5-4b03-a517-5a2f334a6d25,Some Sort of Paradise,Robin Guthrie,Carousel,"ambient, sends shivers down my spine, paradise, ethereal, Alternative, post-rock, dream pop",2009-08-20
02ec3071-bd03-4f78-91bc-96666d0e3b6b_turn_3.json,02ec3071-bd03-4f78-91bc-96666d0e3b6b,3,5,To Be Alone With You,Sufjan Stevens,Seven Swans,"folk, acoustic, faith-based, reflective, warm, minimalist, intimate",2004-03-16,10,0.9446414709091187,b08825f6-ecfd-4821-a1e9-bfab41ad9a2c,Disjointed,Copeland,Ixora,"chills down my spine, songs for the lost, Alternative, Christian, Rock",2014-11-17
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,1,0.9560192823410034,232a1597-d0b2-4d3e-b002-e9ddefcd02d2,Happy Holiday / The Holiday Season,Andy Williams,The Andy Williams Christmas Album,"pop, Holiday, Easy Listening, easy listening, weihnachten, Pop, Rock, christmas",1963-11-24
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,2,0.9517070055007935,ce8b1883-ff93-40ec-9ed2-4c7211e975c0,The Christmas Song (Merry Christmas To You) - 1999 - Remaster,Frank Sinatra,"Sinatra Christmas Album, A Jolly Christmas From Frank Sinatra","Holiday, swing, vocal jazz, easy listening, Pop, jazz, new year",1957-09-01
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,3,0.950622022151947,a17d177a-24a5-4d9a-8dc3-6e8d2adc2c04,Have Yourself A Merry Little Christmas - 1999 - Remaster,Frank Sinatra,"Sinatra Christmas Album, A Jolly Christmas From Frank Sinatra","Holiday, revival, beautiful christmas song, mistagged track, easy listening, Vocal, Pop, christmas, christmas tag",1957-09-01
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,4,0.9480981826782227,9cbd3f11-0ea2-48a5-9e6f-62d2e110750c,Santa Bring My Baby Back (To Me),"Elvis Presley, The Jordanaires",Elvis' Christmas Album,"fip, rock, rock n roll, classic rock, Holiday, the big three, christmas",1957-10-15
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,5,0.9461686611175537,b2633879-42fa-458d-869c-11e5929fcbf5,O Christmas Tree,Tony Bennett,A Swingin' Christmas Featuring The Count Basie Big Band,"vocal, an old fashioned christmas, Holiday, crooners christmas, holiday, yule, male vocalist, Vocal, Pop, christmas",2008-10-14
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,6,0.9439899921417236,f3f4e356-bc5b-4b5b-acaa-7674e0b0eb5a,Thanksgiving Theme,Vince Guaraldi Trio,A Charlie Brown Christmas,"pop, soundtrack, cool jazz, jazz, lounge",1965-01-01
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,7,0.9437026381492615,4ea95cc9-b058-476b-ac5b-5212f911dc0e,Little Saint Nick,"Larry Walsh, Sweet, Mark Linett, The Beach Boys",The Beach Boys' Christmas Album,"pop, rock, classic rock, Holiday, easy listening, Pop, Rock, christmas",1964-11-09
07aae53d-7c65-442a-a893-6ffde80efb0d_turn_6.json,07aae53d-7c65-442a-a893-6ffde80efb0d,6,1,White Christmas,Bing Crosby,Merry Christmas,"classic pop, traditional christmas, nostalgic, mellow, vocal jazz, holiday",1942-07-30,8,0.9416531920433044,ae86cc6d-2b97-4b7b-8053-8b12d685b28b,The Christmas Song,Vince Guaraldi Trio,A Charlie Brown Christmas,"punk rock christmas, comix, holiday, calminhas, jazz, soundtracks, christmas",1965-01-01
